TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
25710,species,bksscb1,Black-streaked Scimitar-Babbler,Megapomatorhinus gravivox,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,bksscb1
25717,species,gysscb1,Gray-sided Scimitar-Babbler,Megapomatorhinus swinhoei,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,gysscb1
25720,species,whbbab2,White-breasted Babbler,Stachyris grammiceps,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,whbbab2
25721,species,bltbab1,Black-throated Babbler,Stachyris nigricollis,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,bltbab1
25722,species,chrbab1,Chestnut-rumped Babbler,Stachyris maculata,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,chrbab1
25727,species,gytbab1,Gray-throated Babbler,Stachyris nigriceps,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,gytbab1
25741,species,gyhbab1,Gray-headed Babbler,Stachyris poliocephala,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,gyhbab1
25742,species,whnbab1,White-necked Babbler,Stachyris leucotis,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,whnbab1
25746,species,whbbab1,White-bibbed Babbler,Stachyris thoracica,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,whbbab1
25749,species,sntbab1,Snowy-throated Babbler,Stachyris oglei,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,sntbab1
25750,species,spnbab1,Spot-necked Babbler,Stachyris strialata,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,spnbab1
25758,species,soobab1,Sooty Babbler,Stachyris herberti,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,soobab1
25759,species,nonbab1,Nonggang Babbler,Stachyris nonggangensis,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,nonbab1
25760,species,wbwbab1,Blackish-breasted Babbler,Stachyris humei,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,wbwbab1
25761,species,chbbab1,Chevron-breasted Babbler,Stachyris roberti,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,chbbab1
25762,spuh,stachy1,Stachyris sp.,Stachyris sp.,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,stachy1
25763,spuh,babble1,Timaliidae sp.,Timaliidae sp.,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,babble1
25764,species,palbab1,Palawan Babbler,Malacopteron palawanense,Passeriformes,Pellorneidae (Ground Babblers and Allies),Ground Babblers and Allies,palbab1
25765,species,moubab1,Moustached Babbler,Malacopteron magnirostre,Passeriformes,Pellorneidae (Ground Babblers and Allies),,moubab1
25768,species,socbab1,Sooty-capped Babbler,Malacopteron affine,Passeriformes,Pellorneidae (Ground Babblers and Allies),,socbab1
25772,species,sccbab1,Scaly-crowned Babbler,Malacopteron cinereum,Passeriformes,Pellorneidae (Ground Babblers and Allies),,sccbab1
25778,species,rucbab2,Rufous-crowned Babbler,Malacopteron magnum,Passeriformes,Pellorneidae (Ground Babblers and Allies),,rucbab2
25781,species,gybbab1,Gray-breasted Babbler,Malacopteron albogulare,Passeriformes,Pellorneidae (Ground Babblers and Allies),,gybbab1
25784,spuh,malaco1,Malacopteron sp.,Malacopteron sp.,Passeriformes,Pellorneidae (Ground Babblers and Allies),,malaco1
25785,species,whhbab2,White-hooded Babbler,Gampsorhynchus rufulus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,whhbab2
25786,species,colbab1,Collared Babbler,Gampsorhynchus torquatus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,colbab1
25789,species,yetful1,Yellow-throated Fulvetta,Schoeniparus cinereus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,yetful1
25790,species,ruwful1,Rufous-winged Fulvetta,Schoeniparus castaneceps,Passeriformes,Pellorneidae (Ground Babblers and Allies),,ruwful1
25795,species,bkcful1,Black-crowned Fulvetta,Schoeniparus klossi,Passeriformes,Pellorneidae (Ground Babblers and Allies),,bkcful1
25796,species,rutful1,Rufous-throated Fulvetta,Schoeniparus rufogularis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,rutful1
25803,species,dusful1,Dusky Fulvetta,Schoeniparus brunneus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,dusful1
25808,species,rucful1,Rusty-capped Fulvetta,Schoeniparus dubius,Passeriformes,Pellorneidae (Ground Babblers and Allies),,rucful1
25814,spuh,fulvet1,Schoeniparus sp.,Schoeniparus sp.,Passeriformes,Pellorneidae (Ground Babblers and Allies),,fulvet1
25815,species,ruvpri1,Rufous-vented Prinia,Laticilla burnesii,Passeriformes,Pellorneidae (Ground Babblers and Allies),,ruvpri1
25818,species,swapri1,Swamp Prinia,Laticilla cinerascens,Passeriformes,Pellorneidae (Ground Babblers and Allies),,swapri1
25819,species,broill1,Brown Illadopsis,Illadopsis fulvescens,Passeriformes,Pellorneidae (Ground Babblers and Allies),,broill1
25820,issf,brnill1,Brown Illadopsis (Moloney's),Illadopsis fulvescens moloneyana/iboensis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,broill1
25823,issf,brnill2,Brown Illadopsis (Brown),Illadopsis fulvescens [fulvescens Group],Passeriformes,Pellorneidae (Ground Babblers and Allies),,broill1
25828,species,pabill1,Pale-breasted Illadopsis,Illadopsis rufipennis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,pabill1
25829,issf,pabill2,Pale-breasted Illadopsis (Pale-breasted),Illadopsis rufipennis rufipennis/extrema,Passeriformes,Pellorneidae (Ground Babblers and Allies),,pabill1
25832,issf,pabill3,Pale-breasted Illadopsis (Gray-breasted),Illadopsis rufipennis distans/pugensis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,pabill1
25835,species,mouill1,Mountain Illadopsis,Illadopsis pyrrhoptera,Passeriformes,Pellorneidae (Ground Babblers and Allies),,mouill1
25838,species,blaill1,Blackcap Illadopsis,Illadopsis cleaveri,Passeriformes,Pellorneidae (Ground Babblers and Allies),,blaill1
25839,issf,blaill2,Blackcap Illadopsis (Western),Illadopsis cleaveri cleaveri/johnsoni,Passeriformes,Pellorneidae (Ground Babblers and Allies),,blaill1
25842,issf,blaill3,Blackcap Illadopsis (Eastern),Illadopsis cleaveri batesi/marchanti,Passeriformes,Pellorneidae (Ground Babblers and Allies),,blaill1
25845,issf,blaill4,Blackcap Illadopsis (Bioko),Illadopsis cleaveri poensis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,blaill1
25846,species,scbill1,Scaly-breasted Illadopsis,Illadopsis albipectus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,scbill1
25847,species,ruwill1,Rufous-winged Illadopsis,Illadopsis rufescens,Passeriformes,Pellorneidae (Ground Babblers and Allies),,ruwill1
25848,species,puvill1,Puvel's Illadopsis,Illadopsis puveli,Passeriformes,Pellorneidae (Ground Babblers and Allies),,puvill1
25851,species,thrbab1,Thrush Babbler,Illadopsis turdina,Passeriformes,Pellorneidae (Ground Babblers and Allies),,thrbab1
25852,issf,thrbab2,Thrush Babbler (Rufous-tailed),Illadopsis turdina harterti,Passeriformes,Pellorneidae (Ground Babblers and Allies),,thrbab1
25853,issf,thrbab3,Thrush Babbler (Thrush),Illadopsis turdina turdina,Passeriformes,Pellorneidae (Ground Babblers and Allies),,thrbab1
25854,issf,thrbab4,Thrush Babbler (Olive),Illadopsis turdina upembae,Passeriformes,Pellorneidae (Ground Babblers and Allies),,thrbab1
25855,spuh,illado1,Illadopsis sp.,Illadopsis sp.,Passeriformes,Pellorneidae (Ground Babblers and Allies),,illado1
25856,species,putbab1,Puff-throated Babbler,Pellorneum ruficeps,Passeriformes,Pellorneidae (Ground Babblers and Allies),,putbab1
25883,species,blcbab1,Black-capped Babbler,Pellorneum capistratum,Passeriformes,Pellorneidae (Ground Babblers and Allies),,blcbab1
25884,issf,bkcbab1,Black-capped Babbler (Black-capped),Pellorneum capistratum [nigrocapitatum Group],Passeriformes,Pellorneidae (Ground Babblers and Allies),,blcbab1
25889,issf,bkcbab2,Black-capped Babbler (Rufous-browed),Pellorneum capistratum capistratum,Passeriformes,Pellorneidae (Ground Babblers and Allies),,blcbab1
25890,species,bncbab1,Brown-capped Babbler,Pellorneum fuscocapillus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,bncbab1
25894,species,marbab2,Marsh Babbler,Pellorneum palustre,Passeriformes,Pellorneidae (Ground Babblers and Allies),,marbab2
25895,species,sptbab1,Spot-throated Babbler,Pellorneum albiventre,Passeriformes,Pellorneidae (Ground Babblers and Allies),,sptbab1
25900,species,bubbab1,Buff-breasted Babbler,Pellorneum tickelli,Passeriformes,Pellorneidae (Ground Babblers and Allies),,bubbab1
25906,species,sumbab1,Sumatran Babbler,Pellorneum buettikoferi,Passeriformes,Pellorneidae (Ground Babblers and Allies),,sumbab1
25907,species,tembab1,Temminck's Babbler,Pellorneum pyrrogenys,Passeriformes,Pellorneidae (Ground Babblers and Allies),,tembab1
25913,species,shtbab1,Short-tailed Babbler,Pellorneum malaccense,Passeriformes,Pellorneidae (Ground Babblers and Allies),,shtbab1
25918,species,ashbab1,Ashy-headed Babbler,Pellorneum cinereiceps,Passeriformes,Pellorneidae (Ground Babblers and Allies),,ashbab1
25919,species,whcbab1,White-chested Babbler,Pellorneum rostratum,Passeriformes,Pellorneidae (Ground Babblers and Allies),,whcbab1
25922,species,sulbab1,Sulawesi Babbler,Pellorneum celebense,Passeriformes,Pellorneidae (Ground Babblers and Allies),,sulbab1
25927,species,ferbab1,Ferruginous Babbler,Pellorneum bicolor,Passeriformes,Pellorneidae (Ground Babblers and Allies),,ferbab1
25928,species,stwbab3,Striped Wren-Babbler,Kenopia striata,Passeriformes,Pellorneidae (Ground Babblers and Allies),,stwbab3
25929,species,eywbab1,Eyebrowed Wren-Babbler,Napothera epilepidota,Passeriformes,Pellorneidae (Ground Babblers and Allies),,eywbab1
25943,species,shtscb1,Short-tailed Scimitar-Babbler,Napothera danjoui,Passeriformes,Pellorneidae (Ground Babblers and Allies),,shtscb1
25944,issf,stsbab1,Short-tailed Scimitar-Babbler (Short-tailed),Napothera danjoui danjoui/parvirostris,Passeriformes,Pellorneidae (Ground Babblers and Allies),,shtscb1
25947,issf,namscb1,Short-tailed Scimitar-Babbler (Naung Mung),Napothera danjoui naungmungensis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,shtscb1
25948,species,lbwbab1,Long-billed Wren-Babbler,Napothera malacoptila,Passeriformes,Pellorneidae (Ground Babblers and Allies),,lbwbab1
25949,species,whtwrb1,White-throated Wren-Babbler,Napothera pasquieri,Passeriformes,Pellorneidae (Ground Babblers and Allies),,whtwrb1
25950,species,sumwrb1,Sumatran Wren-Babbler,Napothera albostriata,Passeriformes,Pellorneidae (Ground Babblers and Allies),,sumwrb1
25951,species,bowbab1,Bornean Wren-Babbler,Ptilocichla leucogrammica,Passeriformes,Pellorneidae (Ground Babblers and Allies),,bowbab1
25952,species,stwbab2,Striated Wren-Babbler,Ptilocichla mindanensis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,stwbab2
25957,species,fawbab1,Falcated Wren-Babbler,Ptilocichla falcata,Passeriformes,Pellorneidae (Ground Babblers and Allies),,fawbab1
25958,species,abbbab1,Abbott's Babbler,Turdinus abbotti,Passeriformes,Pellorneidae (Ground Babblers and Allies),,abbbab1
25967,species,horbab2,Horsfield's Babbler,Turdinus sepiarius,Passeriformes,Pellorneidae (Ground Babblers and Allies),,horbab2
25968,issf,horbab1,Horsfield's Babbler (Hartert's),Turdinus sepiarius tardinatus/barussanus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,horbab2
25971,issf,horbab3,Horsfield's Babbler (Horsfield's),Turdinus sepiarius sepiarius,Passeriformes,Pellorneidae (Ground Babblers and Allies),,horbab2
25972,issf,horbab4,Horsfield's Babbler (Salvadori's),Turdinus sepiarius rufiventris/harterti,Passeriformes,Pellorneidae (Ground Babblers and Allies),,horbab2
25975,species,blbbab1,Black-browed Babbler,Turdinus perspicillatus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,blbbab1
25976,species,lawbab1,Large Wren-Babbler,Turdinus macrodactylus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,lawbab1
25980,species,rbwbab1,Rusty-breasted Wren-Babbler,Turdinus rufipectus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,rbwbab1
25981,species,btwbab1,Black-throated Wren-Babbler,Turdinus atrigularis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,btwbab1
25982,species,mawbab1,Marbled Wren-Babbler,Turdinus marmoratus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,mawbab1
25985,species,liwbab1,Limestone Wren-Babbler,Turdinus crispifrons,Passeriformes,Pellorneidae (Ground Babblers and Allies),,liwbab1
25986,issf,limwrb1,Limestone Wren-Babbler (Grayish),Turdinus crispifrons crispifrons/annamensis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,liwbab1
25989,issf,limwrb2,Limestone Wren-Babbler (Rufous),Turdinus crispifrons calcicola,Passeriformes,Pellorneidae (Ground Babblers and Allies),,liwbab1
25990,species,stwbab1,Streaked Wren-Babbler,Turdinus brevicaudatus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,stwbab1
25999,species,mowbab1,Mountain Wren-Babbler,Turdinus crassus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,mowbab1
26000,species,rurgra1,Indian Grassbird,Graminicola bengalensis,Passeriformes,Pellorneidae (Ground Babblers and Allies),,rurgra1
26001,species,chigra1,Chinese Grassbird,Graminicola striatus,Passeriformes,Pellorneidae (Ground Babblers and Allies),,chigra1
26004,spuh,pellor1,Pellorneidae sp.,Pellorneidae sp.,Passeriformes,Pellorneidae (Ground Babblers and Allies),,pellor1
26005,species,gofful2,Gold-fronted Fulvetta,Alcippe variegaticeps,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,gofful2
26006,species,ludful1,Ludlow's Fulvetta,Alcippe ludlowi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ludful1
26007,species,broful1,Brown Fulvetta,Alcippe brunneicauda,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,broful1
26010,species,brcful1,Brown-cheeked Fulvetta,Alcippe poioicephala,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,brcful1
26019,species,gycful1,Morrison's Fulvetta,Alcippe morrisonia,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gycful1
26020,species,gycful4,Yunnan Fulvetta,Alcippe fratercula,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gycful4
26023,species,gycful3,David's Fulvetta,Alcippe davidi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gycful3
26026,species,gycful5,Huet's Fulvetta,Alcippe hueti,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gycful5
26029,species,javful1,Javan Fulvetta,Alcippe pyrrhoptera,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,javful1
26030,species,mouful1,Mountain Fulvetta,Alcippe peracensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,mouful1
26033,species,nepful1,Nepal Fulvetta,Alcippe nipalensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,nepful1
26037,species,bkbful1,Black-browed Fulvetta,Alcippe grotei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bkbful1
26040,slash,y00653,Mountain/Black-browed Fulvetta,Alcippe peracensis/grotei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,y00653
26041,spuh,alcipp1,Alcippe sp.,Alcippe sp.,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,alcipp1
26042,species,strlau2,Striated Laughingthrush,Grammatoptila striata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,strlau2
26047,species,cutia1,Himalayan Cutia,Cutia nipalensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,cutia1
26051,species,viecut1,Vietnamese Cutia,Cutia legalleni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,viecut1
26054,species,spibab1,Spiny Babbler,Turdoides nipalensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,spibab1
26055,species,irabab1,Iraq Babbler,Turdoides altirostris,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,irabab1
26056,species,combab1,Afghan Babbler,Turdoides huttoni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,combab1
26059,species,combab3,Common Babbler,Turdoides caudata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,combab3
26062,species,strbab1,Striated Babbler,Turdoides earlei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,strbab1
26065,slash,y01072,Common/Striated Babbler,Turdoides caudata/earlei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,y01072
26066,species,whtbab1,White-throated Babbler,Turdoides gularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whtbab1
26067,species,slbbab1,Slender-billed Babbler,Turdoides longirostris,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,slbbab1
26068,species,lagbab2,Large Gray Babbler,Turdoides malcolmi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,lagbab2
26069,species,arabab1,Arabian Babbler,Turdoides squamiceps,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,arabab1
26073,species,fulcha1,Fulvous Chatterer,Turdoides fulva,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,fulcha1
26078,species,scacha1,Scaly Chatterer,Turdoides aylmeri,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,scacha1
26083,species,rufcha2,Rufous Chatterer,Turdoides rubiginosa,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,rufcha2
26088,species,rufbab3,Rufous Babbler,Turdoides subrufa,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,rufbab3
26091,species,junbab2,Jungle Babbler,Turdoides striata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,junbab2
26092,issf,junbab1,Jungle Babbler (Jungle),Turdoides striata [striata Group],Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,junbab2
26097,issf,junbab3,Jungle Babbler (Black-winged),Turdoides striata somervillei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,junbab2
26098,species,orbbab1,Orange-billed Babbler,Turdoides rufescens,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,orbbab1
26099,species,yebbab1,Yellow-billed Babbler,Turdoides affinis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,yebbab1
26102,slash,y00818,Jungle/Yellow-billed Babbler,Turdoides striata/affinis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,y00818
26103,species,blabab2,Blackcap Babbler,Turdoides reinwardtii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blabab2
26104,issf,blabab1,Blackcap Babbler (Blackcap),Turdoides reinwardtii reinwardtii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blabab2
26105,issf,blabab3,Blackcap Babbler (Dusky-throated),Turdoides reinwardtii stictilaema,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blabab2
26106,species,dusbab2,Dusky Babbler,Turdoides tenebrosa,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,dusbab2
26107,species,bklbab1,Black-lored Babbler,Turdoides sharpei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bklbab1
26108,issf,bklbab2,Black-lored Babbler (Sharpe's),Turdoides sharpei sharpei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bklbab1
26109,issf,bklbab3,Black-lored Babbler (Nanyuki),Turdoides sharpei vepres,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bklbab1
26110,species,harbab1,Hartlaub's Babbler,Turdoides hartlaubii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,harbab1
26113,species,bkfbab1,Black-faced Babbler,Turdoides melanops,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bkfbab1
26116,species,scabab2,Scaly Babbler,Turdoides squamulata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,scabab2
26120,species,whrbab2,White-rumped Babbler,Turdoides leucopygia,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whrbab2
26126,species,sopbab1,Southern Pied-Babbler,Turdoides bicolor,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,sopbab1
26127,species,norpib1,Northern Pied-Babbler,Turdoides hypoleuca,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,norpib1
26130,species,hipbab1,Hinde's Pied-Babbler,Turdoides hindei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,hipbab1
26131,species,crebab1,Cretzschmar's Babbler,Turdoides leucocephala,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,crebab1
26132,species,brobab1,Brown Babbler,Turdoides plebejus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,brobab1
26136,species,armbab1,Arrow-marked Babbler,Turdoides jardineii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,armbab1
26143,species,bacbab1,Bare-cheeked Babbler,Turdoides gymnogenys,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bacbab1
26144,species,wtmbab1,White-throated Mountain-Babbler,Turdoides gilberti,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,wtmbab1
26145,species,rcmbab1,Red-collared Mountain-Babbler,Turdoides rufocincta,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,rcmbab1
26146,species,chmbab1,Chapin's Mountain-Babbler,Turdoides chapini,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chmbab1
26150,species,capbab1,Capuchin Babbler,Turdoides atripennis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,capbab1
26151,issf,capbab2,Capuchin Babbler (Capuchin),Turdoides atripennis atripennis/rubiginosus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,capbab1
26154,issf,capbab3,Capuchin Babbler (Brown-throated),Turdoides atripennis bohndorffi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,capbab1
26155,spuh,turdoi1,Turdoides sp.,Turdoides sp.,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,turdoi1
26156,species,ashlau1,Ashy-headed Laughingthrush,Garrulax cinereifrons,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ashlau1
26157,species,sunlau1,Sunda Laughingthrush,Garrulax palliatus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,sunlau1
26160,species,ruflau1,Rufous-fronted Laughingthrush,Garrulax rufifrons,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ruflau1
26163,species,maslau1,Masked Laughingthrush,Garrulax perspicillatus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,maslau1
26164,species,whclau2,White-crested Laughingthrush,Garrulax leucolophus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whclau2
26169,species,sumlau1,Sumatran Laughingthrush,Garrulax bicolor,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,sumlau1
26170,species,lenlau1,Lesser Necklaced Laughingthrush,Garrulax monileger,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,lenlau1
26181,species,blalau1,Black Laughingthrush,Garrulax lugubris,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blalau1
26182,species,bahlau1,Bare-headed Laughingthrush,Garrulax calvus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bahlau1
26183,species,camlau1,Cambodian Laughingthrush,Garrulax ferrarius,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,camlau1
26184,species,whnlau1,White-necked Laughingthrush,Garrulax strepitans,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whnlau1
26185,species,blhlau1,Black-hooded Laughingthrush,Garrulax milleti,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blhlau1
26188,species,grylau1,Gray Laughingthrush,Garrulax maesi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,grylau1
26191,species,ruclau3,Rufous-cheeked Laughingthrush,Garrulax castanotis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ruclau3
26194,species,spblau1,Spot-breasted Laughingthrush,Garrulax merulinus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,spblau1
26197,species,orblau1,Orange-breasted Laughingthrush,Garrulax annamensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,orblau1
26198,species,melthr,Chinese Hwamei,Garrulax canorus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,melthr
26201,species,taihwa1,Taiwan Hwamei,Garrulax taewanus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,taihwa1
26202,hybrid,x00816,Chinese x Taiwan Hwamei (hybrid),Garrulax canorus x taewanus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,x00816
26203,slash,y00910,Chinese/Taiwan Hwamei,Garrulax canorus/taewanus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,y00910
26204,spuh,garrul1,Garrulax sp.,Garrulax sp.,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,garrul1
26205,species,suklau1,Snowy-cheeked Laughingthrush,Ianthocincla sukatschewi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,suklau1
26206,species,moulau1,Moustached Laughingthrush,Ianthocincla cineracea,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,moulau1
26207,issf,moulau2,Moustached Laughingthrush (Western),Ianthocincla cineracea cineracea/strenua,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,moulau1
26210,issf,moulau3,Moustached Laughingthrush (Eastern),Ianthocincla cineracea cinereiceps,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,moulau1
26211,species,ruclau1,Rufous-chinned Laughingthrush,Ianthocincla rufogularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ruclau1
26219,species,chelau1,Chestnut-eared Laughingthrush,Ianthocincla konkakinhensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chelau1
26220,species,spolau1,Spotted Laughingthrush,Ianthocincla ocellata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,spolau1
26225,species,barlau1,Barred Laughingthrush,Ianthocincla lunulata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,barlau1
26226,species,bielau1,Biet's Laughingthrush,Ianthocincla bieti,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bielau1
26227,species,gialau1,Giant Laughingthrush,Ianthocincla maxima,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gialau1
26228,species,gnlthr,Greater Necklaced Laughingthrush,Ianthocincla pectoralis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gnlthr
26236,slash,y01002,Lesser/Greater Necklaced Laughingthrush,Garrulax monileger/Ianthocincla pectoralis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,y01002
26237,species,whtlau1,White-throated Laughingthrush,Ianthocincla albogularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whtlau1
26241,species,ruclau2,Rufous-crowned Laughingthrush,Ianthocincla ruficeps,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ruclau2
