TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
6374,hybrid,x00798,Little x Australian Fairy Tern (hybrid),Sternula albifrons x nereis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,x00798
6375,slash,y00850,Little/Australian Fairy Tern,Sternula albifrons/nereis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,y00850
6376,species,perter2,Peruvian Tern,Sternula lorata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,perter2
6377,species,sauter2,Saunders's Tern,Sternula saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,sauter2
6378,slash,y00662,Little/Saunders's Tern,Sternula albifrons/saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,y00662
6379,species,damter2,Damara Tern,Sternula balaenarum,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,damter2
6380,species,labter1,Large-billed Tern,Phaetusa simplex,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,labter1
6383,species,gubter1,Gull-billed Tern,Gelochelidon nilotica,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,gubter1
6384,issf,gubter2,Gull-billed Tern (Gull-billed),Gelochelidon nilotica [nilotica Group],Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,gubter1
6390,issf,gubter3,Gull-billed Tern (Australian),Gelochelidon nilotica macrotarsa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,gubter1
6391,species,caster1,Caspian Tern,Hydroprogne caspia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,caster1
6392,species,incter1,Inca Tern,Larosterna inca,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,incter1
6393,species,blkter,Black Tern,Chlidonias niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkter
6394,issf,blkter1,Black Tern (Eurasian),Chlidonias niger niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkter
6395,issf,blkter2,Black Tern (American),Chlidonias niger surinamensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkter
6396,species,whwter,White-winged Tern,Chlidonias leucopterus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,whwter
6397,species,whiter2,Whiskered Tern,Chlidonias hybrida,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,whiter2
6401,species,blfter1,Black-fronted Tern,Chlidonias albostriatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blfter1
6402,spuh,chlido1,Chlidonias sp.,Chlidonias sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,chlido1
6403,species,roster,Roseate Tern,Sterna dougallii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,roster
6409,species,whfter1,White-fronted Tern,Sterna striata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,whfter1
6413,species,blnter1,Black-naped Tern,Sterna sumatrana,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blnter1
6416,species,comter,Common Tern,Sterna hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,comter
6417,issf,comter1,Common Tern (hirundo/tibetana),Sterna hirundo hirundo/tibetana,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,comter
6420,intergrade,comter3,Common Tern (hirundo/tibetana x longipennis),Sterna hirundo hirundo/tibetana x longipennis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,comter
6421,issf,comter2,Common Tern (longipennis),Sterna hirundo longipennis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,comter
6422,hybrid,x00735,Roseate x Common Tern (hybrid),Sterna dougallii x hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,x00735
6423,species,arcter,Arctic Tern,Sterna paradisaea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,arcter
6424,hybrid,x00910,Common x Arctic Tern (hybrid),Sterna hirundo x paradisaea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,x00910
6425,slash,y00317,Common/Arctic Tern,Sterna hirundo/paradisaea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,y00317
6426,species,soater1,South American Tern,Sterna hirundinacea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,soater1
6427,species,antter1,Antarctic Tern,Sterna vittata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,antter1
6428,issf,antter2,Antarctic Tern (Antarctic),Sterna vittata [vittata Group],Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,antter1
6434,issf,antter3,Antarctic Tern (South Georgia),Sterna vittata georgiae,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,antter1
6435,species,forter,Forster's Tern,Sterna forsteri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,forter
6436,slash,y00727,Common/Forster's Tern,Sterna hirundo/forsteri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,y00727
6437,species,truter,Snowy-crowned Tern,Sterna trudeaui,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,truter
6438,species,blbter1,Black-bellied Tern,Sterna acuticauda,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blbter1
6439,species,rivter1,River Tern,Sterna aurantia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,rivter1
6440,slash,y01065,Black-bellied/River Tern,Sterna acuticauda/aurantia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,y01065
6441,species,whcter1,White-cheeked Tern,Sterna repressa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,whcter1
6442,species,kerter1,Kerguelen Tern,Sterna virgata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,kerter1
6443,spuh,sterna,Sterna sp.,Sterna sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,sterna
6444,species,royter1,Royal Tern,Thalasseus maximus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,royter1
6445,issf,royter2,Royal Tern (African),Thalasseus maximus albididorsalis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,royter1
6446,issf,royter3,Royal Tern (American),Thalasseus maximus maximus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,royter1
6447,species,grcter1,Great Crested Tern,Thalasseus bergii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,grcter1
6452,species,santer1,Sandwich Tern,Thalasseus sandvicensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
6453,issf,santer4,Sandwich Tern (Eurasian),Thalasseus sandvicensis sandvicensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
6454,issf,santer2,Sandwich Tern (Cabot's),Thalasseus sandvicensis acuflavidus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
6455,issf,santer3,Sandwich Tern (Cayenne),Thalasseus sandvicensis eurygnathus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
6456,intergrade,santer5,Sandwich Tern (Cabot's x Cayenne),Thalasseus sandvicensis acuflavidus x eurygnathus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
6457,species,eleter1,Elegant Tern,Thalasseus elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,eleter1
6458,hybrid,x00438,Sandwich x Elegant Tern (hybrid),Thalasseus sandvicensis x elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,x00438
6459,slash,y00316,Royal/Elegant Tern,Thalasseus maximus/elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,y00316
6460,species,lecter2,Lesser Crested Tern,Thalasseus bengalensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,lecter2
6464,species,chcter2,Chinese Crested Tern,Thalasseus bernsteini,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,chcter2
6465,hybrid,x00848,Great x Chinese Crested Tern (hybrid),Thalasseus bergii x bernsteini,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,x00848
6466,spuh,thalas1,Thalasseus sp.,Thalasseus sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,thalas1
6467,spuh,larter1,large tern sp.,Hydroprogne/Thalasseus sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,larter1
6468,spuh,tern1,tern sp.,Sterninae sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,tern1
6469,species,blkski,Black Skimmer,Rynchops niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkski
6470,issf,blkski1,Black Skimmer (niger),Rynchops niger niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkski
6471,issf,blkski2,Black Skimmer (cinerascens),Rynchops niger cinerascens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkski
6472,issf,blkski3,Black Skimmer (intercedens),Rynchops niger intercedens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkski
6473,species,afrski1,African Skimmer,Rynchops flavirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,afrski1
6474,species,indski1,Indian Skimmer,Rynchops albicollis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,indski1
6475,spuh,y00728,gull/tern sp.,Laridae sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,y00728
6476,species,kagu1,Kagu,Rhynochetos jubatus,Eurypygiformes,Rhynochetidae (Kagu),Kagu,kagu1
6477,species,sunbit1,Sunbittern,Eurypyga helias,Eurypygiformes,Eurypygidae (Sunbittern),Sunbittern,sunbit1
6481,species,whttro,White-tailed Tropicbird,Phaethon lepturus,Phaethontiformes,Phaethontidae (Tropicbirds),Tropicbirds,whttro
6482,issf,whttro7,White-tailed Tropicbird (Indian Ocean),Phaethon lepturus lepturus,Phaethontiformes,Phaethontidae (Tropicbirds),,whttro
6483,issf,whttro4,White-tailed Tropicbird (Golden),Phaethon lepturus fulvus,Phaethontiformes,Phaethontidae (Tropicbirds),,whttro
6484,issf,whttro6,White-tailed Tropicbird (Europa I.),Phaethon lepturus europae,Phaethontiformes,Phaethontidae (Tropicbirds),,whttro
6485,issf,whttro2,White-tailed Tropicbird (Atlantic),Phaethon lepturus catesbyi,Phaethontiformes,Phaethontidae (Tropicbirds),,whttro
6486,issf,whttro3,White-tailed Tropicbird (Pacific),Phaethon lepturus dorotheae,Phaethontiformes,Phaethontidae (Tropicbirds),,whttro
6487,issf,whttro5,White-tailed Tropicbird (Ascension),Phaethon lepturus ascensionis,Phaethontiformes,Phaethontidae (Tropicbirds),,whttro
6488,species,rebtro,Red-billed Tropicbird,Phaethon aethereus,Phaethontiformes,Phaethontidae (Tropicbirds),,rebtro
6492,species,rettro,Red-tailed Tropicbird,Phaethon rubricauda,Phaethontiformes,Phaethontidae (Tropicbirds),,rettro
6497,slash,y00473,Red-billed/Red-tailed Tropicbird,Phaethon aethereus/rubricauda,Phaethontiformes,Phaethontidae (Tropicbirds),,y00473
6498,spuh,tropic1,tropicbird sp.,Phaethon sp.,Phaethontiformes,Phaethontidae (Tropicbirds),,tropic1
6499,species,retloo,Red-throated Loon,Gavia stellata,Gaviiformes,Gaviidae (Loons),Loons,retloo
6500,species,arcloo,Arctic Loon,Gavia arctica,Gaviiformes,Gaviidae (Loons),,arcloo
6503,species,pacloo,Pacific Loon,Gavia pacifica,Gaviiformes,Gaviidae (Loons),,pacloo
6504,slash,y00219,Arctic/Pacific Loon,Gavia arctica/pacifica,Gaviiformes,Gaviidae (Loons),,y00219
6505,species,comloo,Common Loon,Gavia immer,Gaviiformes,Gaviidae (Loons),,comloo
6506,species,yebloo,Yellow-billed Loon,Gavia adamsii,Gaviiformes,Gaviidae (Loons),,yebloo
6507,slash,y00220,Common/Yellow-billed Loon,Gavia immer/adamsii,Gaviiformes,Gaviidae (Loons),,y00220
6508,spuh,loon,loon sp.,Gavia sp.,Gaviiformes,Gaviidae (Loons),,loon
6509,species,kinpen1,King Penguin,Aptenodytes patagonicus,Sphenisciformes,Spheniscidae (Penguins),Penguins,kinpen1
6512,species,emppen1,Emperor Penguin,Aptenodytes forsteri,Sphenisciformes,Spheniscidae (Penguins),,emppen1
6513,species,adepen1,Adelie Penguin,Pygoscelis adeliae,Sphenisciformes,Spheniscidae (Penguins),,adepen1
6514,species,genpen1,Gentoo Penguin,Pygoscelis papua,Sphenisciformes,Spheniscidae (Penguins),,genpen1
6517,species,chipen2,Chinstrap Penguin,Pygoscelis antarcticus,Sphenisciformes,Spheniscidae (Penguins),,chipen2
6518,species,yeepen1,Yellow-eyed Penguin,Megadyptes antipodes,Sphenisciformes,Spheniscidae (Penguins),,yeepen1
6519,species,litpen1,Little Penguin,Eudyptula minor,Sphenisciformes,Spheniscidae (Penguins),,litpen1
6526,species,jacpen1,African Penguin,Spheniscus demersus,Sphenisciformes,Spheniscidae (Penguins),,jacpen1
6527,species,humpen1,Humboldt Penguin,Spheniscus humboldti,Sphenisciformes,Spheniscidae (Penguins),,humpen1
6528,species,galpen1,Galapagos Penguin,Spheniscus mendiculus,Sphenisciformes,Spheniscidae (Penguins),,galpen1
6529,species,magpen1,Magellanic Penguin,Spheniscus magellanicus,Sphenisciformes,Spheniscidae (Penguins),,magpen1
6530,species,fiopen1,Fiordland Penguin,Eudyptes pachyrhynchus,Sphenisciformes,Spheniscidae (Penguins),,fiopen1
6531,species,bicpen1,Erect-crested Penguin,Eudyptes sclateri,Sphenisciformes,Spheniscidae (Penguins),,bicpen1
6532,species,macpen1,Macaroni Penguin,Eudyptes chrysolophus,Sphenisciformes,Spheniscidae (Penguins),,macpen1
6533,species,roypen1,Royal Penguin,Eudyptes schlegeli,Sphenisciformes,Spheniscidae (Penguins),,roypen1
6534,species,rocpen1,Southern Rockhopper Penguin,Eudyptes chrysocome,Sphenisciformes,Spheniscidae (Penguins),,rocpen1
6535,issf,rocpen2,Southern Rockhopper Penguin (Western),Eudyptes chrysocome chrysocome,Sphenisciformes,Spheniscidae (Penguins),,rocpen1
6536,issf,rocpen3,Southern Rockhopper Penguin (Eastern),Eudyptes chrysocome filholi,Sphenisciformes,Spheniscidae (Penguins),,rocpen1
6537,hybrid,x00921,Macaroni x Southern Rockhopper Penguin (hybrid),Eudyptes chrysolophus x chrysocome,Sphenisciformes,Spheniscidae (Penguins),,x00921
6538,species,rocpen4,Moseley's Rockhopper Penguin,Eudyptes moseleyi,Sphenisciformes,Spheniscidae (Penguins),,rocpen4
6539,species,snapen1,Snares Penguin,Eudyptes robustus,Sphenisciformes,Spheniscidae (Penguins),,snapen1
6540,spuh,pengui1,penguin sp.,Spheniscidae sp.,Sphenisciformes,Spheniscidae (Penguins),,pengui1
6541,species,yenalb,Yellow-nosed Albatross,Thalassarche chlororhynchos,Procellariiformes,Diomedeidae (Albatrosses),Albatrosses,yenalb
6542,issf,yenalb2,Yellow-nosed Albatross (Atlantic),Thalassarche chlororhynchos chlororhynchos,Procellariiformes,Diomedeidae (Albatrosses),,yenalb
6543,issf,yenalb3,Yellow-nosed Albatross (Indian),Thalassarche chlororhynchos carteri,Procellariiformes,Diomedeidae (Albatrosses),,yenalb
6544,species,gyhalb,Gray-headed Albatross,Thalassarche chrysostoma,Procellariiformes,Diomedeidae (Albatrosses),,gyhalb
6545,species,bulalb2,Buller's Albatross,Thalassarche bulleri,Procellariiformes,Diomedeidae (Albatrosses),,bulalb2
6546,species,whcalb1,White-capped Albatross,Thalassarche cauta,Procellariiformes,Diomedeidae (Albatrosses),,whcalb1
6547,issf,whcalb2,White-capped Albatross (cauta),Thalassarche cauta cauta,Procellariiformes,Diomedeidae (Albatrosses),,whcalb1
6548,issf,whcalb3,White-capped Albatross (steadi),Thalassarche cauta steadi,Procellariiformes,Diomedeidae (Albatrosses),,whcalb1
6549,species,salalb1,Salvin's Albatross,Thalassarche salvini,Procellariiformes,Diomedeidae (Albatrosses),,salalb1
6550,species,shyalb2,Chatham Albatross,Thalassarche eremita,Procellariiformes,Diomedeidae (Albatrosses),,shyalb2
6551,slash,shyalb,White-capped/Salvin's/Chatham Albatross,Thalassarche cauta/salvini/eremita,Procellariiformes,Diomedeidae (Albatrosses),,shyalb
6552,species,bkbalb,Black-browed Albatross,Thalassarche melanophris,Procellariiformes,Diomedeidae (Albatrosses),,bkbalb
6553,issf,bkbalb1,Black-browed Albatross (Black-browed),Thalassarche melanophris melanophris,Procellariiformes,Diomedeidae (Albatrosses),,bkbalb
6554,issf,bkbalb2,Black-browed Albatross (Campbell),Thalassarche melanophris impavida,Procellariiformes,Diomedeidae (Albatrosses),,bkbalb
6555,spuh,smaalb1,small albatross sp.,Thalassarche sp.,Procellariiformes,Diomedeidae (Albatrosses),,smaalb1
6556,species,sooalb1,Sooty Albatross,Phoebetria fusca,Procellariiformes,Diomedeidae (Albatrosses),,sooalb1
6557,species,limalb1,Light-mantled Albatross,Phoebetria palpebrata,Procellariiformes,Diomedeidae (Albatrosses),,limalb1
6558,species,royalb1,Royal Albatross,Diomedea epomophora,Procellariiformes,Diomedeidae (Albatrosses),,royalb1
6559,issf,royalb2,Royal Albatross (Southern),Diomedea epomophora epomophora,Procellariiformes,Diomedeidae (Albatrosses),,royalb1
6560,issf,royalb3,Royal Albatross (Northern),Diomedea epomophora sanfordi,Procellariiformes,Diomedeidae (Albatrosses),,royalb1
6561,species,wanalb,Wandering Albatross,Diomedea exulans,Procellariiformes,Diomedeidae (Albatrosses),,wanalb
6562,issf,wanalb1,Wandering Albatross (Snowy),Diomedea exulans exulans,Procellariiformes,Diomedeidae (Albatrosses),,wanalb
6563,issf,wanalb3,Wandering Albatross (Tristan),Diomedea exulans dabbenena,Procellariiformes,Diomedeidae (Albatrosses),,wanalb
6564,issf,wanalb2,Wandering Albatross (New Zealand),Diomedea exulans antipodensis,Procellariiformes,Diomedeidae (Albatrosses),,wanalb
6565,issf,wanalb4,Wandering Albatross (Gibson's),Diomedea exulans gibsoni,Procellariiformes,Diomedeidae (Albatrosses),,wanalb
6566,issf,wanalb5,Wandering Albatross (Amsterdam),Diomedea exulans amsterdamensis,Procellariiformes,Diomedeidae (Albatrosses),,wanalb
6567,spuh,laralb1,large albatross sp.,Diomedea sp.,Procellariiformes,Diomedeidae (Albatrosses),,laralb1
6568,species,wavalb,Waved Albatross,Phoebastria irrorata,Procellariiformes,Diomedeidae (Albatrosses),,wavalb
6569,species,layalb,Laysan Albatross,Phoebastria immutabilis,Procellariiformes,Diomedeidae (Albatrosses),,layalb
6570,species,bkfalb,Black-footed Albatross,Phoebastria nigripes,Procellariiformes,Diomedeidae (Albatrosses),,bkfalb
6571,hybrid,x00017,Laysan x Black-footed Albatross (hybrid),Phoebastria immutabilis x nigripes,Procellariiformes,Diomedeidae (Albatrosses),,x00017
6572,species,shtalb,Short-tailed Albatross,Phoebastria albatrus,Procellariiformes,Diomedeidae (Albatrosses),,shtalb
6573,spuh,albatr1,albatross sp.,Diomedeidae sp.,Procellariiformes,Diomedeidae (Albatrosses),,albatr1
6574,species,wispet,Wilson's Storm-Petrel,Oceanites oceanicus,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Storm-Petrels,wispet
6575,issf,wilstp2,Wilson's Storm-Petrel (Wilson's),Oceanites oceanicus oceanicus/exasperatus,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,wispet
6578,issf,wilstp1,Wilson's Storm-Petrel (Fuegian),Oceanites oceanicus chilensis,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,wispet
6579,species,pumstp1,Pincoya Storm-Petrel,Oceanites pincoyae,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,pumstp1
6580,species,wvspet1,Elliot's Storm-Petrel,Oceanites gracilis,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,wvspet1
6583,spuh,oceani1,Oceanites sp.,Oceanites sp.,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,oceani1
6584,species,gybstp1,Gray-backed Storm-Petrel,Garrodia nereis,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,gybstp1
6585,species,wfspet,White-faced Storm-Petrel,Pelagodroma marina,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,wfspet
6592,species,wbspet1,White-bellied Storm-Petrel,Fregetta grallaria,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,wbspet1
6593,issf,whbstp1,White-bellied Storm-Petrel (White-bellied),Fregetta grallaria [grallaria Group],Procellariiformes,Oceanitidae (Southern Storm-Petrels),,wbspet1
6597,issf,whbstp2,White-bellied Storm-Petrel (Rapa I.),Fregetta grallaria titan,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,wbspet1
6598,species,nezstp1,New Zealand Storm-Petrel,Fregetta maoriana,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,nezstp1
6599,form,necstp1,New Caledonian Storm-Petrel (undescribed form),Fregetta [undescribed form],Procellariiformes,Oceanitidae (Southern Storm-Petrels),,necstp1
6600,species,bbspet1,Black-bellied Storm-Petrel,Fregetta tropica,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,bbspet1
6603,species,pospet1,Polynesian Storm-Petrel,Nesofregetta fuliginosa,Procellariiformes,Oceanitidae (Southern Storm-Petrels),,pospet1
6604,species,bripet,European Storm-Petrel,Hydrobates pelagicus,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),,bripet
6605,issf,eurstp1,European Storm-Petrel (British),Hydrobates pelagicus pelagicus,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),,bripet
6606,issf,eurstp2,European Storm-Petrel (Mediterranean),Hydrobates pelagicus melitensis,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),,bripet
6607,species,ftspet,Fork-tailed Storm-Petrel,Oceanodroma furcata,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),,ftspet
6610,species,rispet1,Ringed Storm-Petrel,Oceanodroma hornbyi,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),,rispet1
